snapshot_time,icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source
1789595537,3c68cb,BCS694  ,Germany,1789595536,1789595536,92.9101,22.4339,12496.8,False,245.58,79.26,0,,13251.18,0451,False,0
1789595537,710061,SVA763  ,Saudi Arabia,1789595279,1789595279,75.0895,12.1477,9753.6,False,263.67,320.07,-0.33,,10332.72,,False,0
1789595537,4cac10,KZR931  ,Ireland,1789595535,1789595535,75.1807,31.323,10058.4,False,264.02,91.67,0,,10607.04,,False,0
1789595537,710055,SVA827  ,Saudi Arabia,1789595536,1789595536,76.1002,8.7495,10363.2,False,262.41,288.4,0,,10965.18,,False,0
1789595537,710053,SVA810  ,Saudi Arabia,1789595535,1789595536,89.3619,23.2069,7368.54,False,244,57.05,-10.08,,7787.64,5272,False,0
1789595537,710057,SVA803  ,Saudi Arabia,1789595537,1789595537,90.0877,23.4144,4808.22,False,175.31,239.3,8.13,,5006.34,4727,False,0
1789595537,800af4,IGO126  ,India,1789595216,1789595271,82.9606,23.2831,11582.4,False,226.65,231.54,0,,12298.68,1430,False,0
1789595537,70e085,SEJ905  ,Cambodia,1789595525,1789595536,80.2867,26.6926,10668,False,245.92,114.21,0,,11292.84,,False,0
1789595537,711486,RXI763  ,Saudi Arabia,1789595537,1789595537,70.5698,24.0829,11277.6,False,268.64,91.54,-0.33,,12001.5,,False,0
1789595537,800bef,AIC2336 ,India,1789595537,1789595537,94.7737,18.5543,11277.6,False,231.51,126.23,-0.33,,11993.88,0512,False,0
1789595537,0100a4,MSR511  ,Egypt,1789595536,1789595537,96.8425,15.2352,10584.18,False,243.98,290.23,3.9,,8862.06,,False,0
1789595557,80163c,IGO1477 ,India,1789595556,1789595556,70.8396,22.8113,9144,False,215.36,266.85,0,,9707.88,,False,0
1789595557,801625,AIC1ZH  ,India,1789595546,1789595553,77.8739,13.2055,1706.88,False,91.07,270.97,-4.55,,1691.64,,False,0
1789595557,8851ea,THA340  ,Thailand,1789595556,1789595556,93.8874,19.7324,10066.02,False,251.24,137.49,0,,,,False,0
1789595557,8851e1,THA344  ,Thailand,1789595556,1789595556,88.8358,18.9922,10058.4,False,242.57,108.93,0,,10675.62,0377,False,0
1789595557,8014af,IGO1486 ,India,1789595496,1789595549,75.4381,14.9295,11887.2,False,228,126.56,0,,12603.48,,False,0
1789595557,885282,THA911  ,Thailand,1789595556,1789595556,95.4392,16.7413,11277.6,False,255.31,124.91,0,,11986.26,3461,False,0
1789595557,80174a,IGO245C ,India,1789595556,1789595556,77.246,28.0545,2743.2,False,139.63,13.42,-0.33,,2811.78,,False,0
1789595557,80174d,VTIWT   ,India,1789595546,1789595549,77.0858,28.5623,,True,9.26,284.06,,,,,False,0
1789595557,801772,IGO1339 ,India,1789595166,1789595330,82.2099,13.3279,10668,False,238.58,116.79,0,,11315.7,0343,False,0
1789595557,80177d,IGO706  ,India,1789595554,1789595554,77.2615,24.9678,10370.82,False,239.6,352.72,0,,11010.9,,False,0
